stock_code,report_date,holder_top1_pct,holder_top10_pct,holder_count
002747,2017-09-30,5.696,29.848,10
002747,2017-12-31,3.953,23.467,10
002747,2018-03-31,36.158,73.271,10
002747,2018-06-30,41.119,67.926,10
002747,2018-09-30,41.119,66.442,10
002747,2018-12-31,40.923,68.305,10
002747,2019-03-31,40.875,65.241,10
002747,2019-05-22,40.875,65.467,10
002747,2019-06-30,40.812,65.76700000000001,10
002747,2019-09-04,26.694,65.958,10
002747,2019-09-30,26.694,65.74199999999999,10
002747,2019-12-31,26.689,70.46300000000001,10
002747,2020-03-31,26.668,65.244,10
002747,2020-06-30,34.906,61.535999999999994,10
002747,2020-09-30,34.914,63.247,10
002747,2020-12-31,34.915,66.48400000000001,10
002747,2021-03-31,34.504,70.324,10
002747,2021-06-30,34.44,73.13599999999998,10
002747,2021-09-13,34.422,68.61399999999999,10
002747,2021-09-30,34.422,67.417,10
002747,2021-12-31,34.422,69.86500000000001,10
002747,2022-03-31,32.617,69.794,10
002747,2022-06-30,32.502,65.90899999999999,10
002747,2022-09-30,32.502,58.608000000000004,10
002747,2022-12-31,32.502,59.355,10
002747,2023-03-31,32.502,64.11,10
002747,2023-06-30,32.398,62.608000000000004,10
002747,2023-09-30,32.398,56.089,10
002747,2023-12-31,32.407,52.016999999999996,10
002747,2024-03-31,32.407,48.177,10
002747,2024-06-30,32.389,47.675000000000004,10
002747,2024-09-30,32.389,46.401,10
002747,2024-12-31,32.473,44.111999999999995,10
002747,2025-03-31,32.578,42.708,10
002747,2025-06-30,32.578,43.398,10
002747,2025-09-30,32.578,46.681,10
002747,2025-12-31,32.578,46.971,10
002747,2026-03-31,28.992,51.599000000000004,10
300607,2017-03-31,5.696,22.080999999999996,10
300607,2017-06-30,10.927,37.294,10
300607,2017-09-30,10.915,40.426,10
300607,2017-12-31,7.723,41.056999999999995,10
300607,2018-03-31,15.69,53.022,10
300607,2018-06-30,8.868,44.919,10
300607,2018-09-30,8.868,43.18099999999999,10
300607,2018-12-31,7.138,34.774,10
300607,2019-03-31,4.533,28.431,10
300607,2019-06-30,4.533,28.066000000000003,10
300607,2019-09-30,4.533,29.499000000000006,10
300607,2019-12-31,5.142,31.029999999999998,10
300607,2020-03-31,14.514,37.53,10
300607,2020-06-30,14.515,29.708,10
300607,2020-09-30,14.451,26.101,10
300607,2020-12-31,14.45,27.927,10
300607,2021-03-31,9.716,34.461000000000006,10
300607,2021-06-30,9.716,34.763,10
300607,2021-09-30,9.671,26.155,10
300607,2021-12-31,9.754,23.415000000000003,10
300607,2022-02-17,12.67,24.969000000000005,10
300607,2022-03-31,12.67,24.839000000000002,10
300607,2022-06-30,12.667,24.936999999999998,10
300607,2022-09-30,12.667,25.639,10
300607,2022-12-31,12.667,28.144000000000002,10
300607,2023-03-31,12.673,24.762000000000004,10
300607,2023-06-30,12.673,23.913,10
300607,2023-09-30,12.677,23.644000000000002,10
300607,2023-11-02,12.677,23.005999999999997,10
300607,2023-12-31,12.677,23.28,10
300607,2024-03-31,12.662,22.997000000000003,10
300607,2024-06-30,12.662,22.398000000000003,10
300607,2024-09-30,12.662,22.960000000000004,10
300607,2024-12-31,10.707,19.724999999999998,10
300607,2025-03-31,10.707,19.766999999999996,10
300607,2025-06-30,10.889,19.383000000000003,10
300607,2025-09-30,10.889,23.634000000000004,10
300607,2025-12-31,10.713,22.849,10
300607,2026-03-31,10.581,22.124000000000002,10
688320,2022-06-30,4.141,22.817999999999998,10
688320,2022-09-30,2.761,18.832,10
688320,2022-12-31,2.359,17.699,10
688320,2023-03-31,3.422,15.866,10
688320,2023-06-30,14.141,46.391000000000005,10
688320,2023-09-30,12.779,44.271,10
688320,2023-12-31,10.395,49.95,10
688320,2024-02-27,10.395,49.216,10
688320,2024-03-31,10.395,46.495,10
688320,2024-06-30,10.339,45.116,10
688320,2024-09-30,10.339,44.332,10
688320,2024-12-31,10.339,34.882999999999996,10
688320,2025-03-31,10.339,36.773,10
688320,2025-06-30,9.845,39.864999999999995,10
688320,2025-09-30,9.845,35.629999999999995,10
688320,2025-12-31,14.82,46.525,10
688320,2026-03-31,14.82,45.479000000000006,10
688320,2026-04-10,14.82,45.408,10
300161,2011-03-31,5.77,26.830000000000002,10
300161,2011-06-30,5.174,32.437000000000005,10
300161,2011-09-30,6.708,28.855000000000004,10
300161,2011-12-31,5.481,15.092,10
300161,2012-03-31,19.369,53.983999999999995,10
300161,2012-06-30,19.369,49.463,10
300161,2012-09-30,19.369,48.273999999999994,10
300161,2012-12-31,15.886,41.655,10
300161,2013-03-31,13.869,35.519999999999996,10
300161,2013-06-30,13.869,37.574999999999996,10
300161,2013-09-30,13.869,32.998999999999995,10
300161,2013-12-31,12.539,35.393,10
300161,2014-03-31,21.361,45.62899999999999,10
300161,2014-06-30,21.408,45.092,10
300161,2014-09-30,21.408,42.357000000000006,10
300161,2014-12-31,21.22,40.001000000000005,10
300161,2015-03-31,21.055,42.056,10
300161,2015-06-30,21.055,36.861,10
300161,2015-09-30,21.055,34.33200000000001,10
300161,2015-12-31,21.055,38.607,10
300161,2016-03-31,21.055,37.33299999999999,10
300161,2016-06-30,21.055,37.801,10
300161,2016-09-30,21.055,36.102999999999994,10
300161,2016-12-31,21.055,35.634,10
300161,2017-03-31,20.376,36.924,10
300161,2017-06-30,20.376,39.336,10
300161,2017-09-30,20.376,33.007000000000005,10
300161,2017-12-31,19.905,28.429000000000002,10
300161,2018-03-31,19.905,28.188000000000002,10
300161,2018-06-30,19.905,27.904000000000003,10
300161,2018-09-30,19.606,28.53,10
300161,2018-12-31,19.606,28.555000000000003,10
300161,2019-03-31,19.606,32.969,10
300161,2019-06-30,19.606,42.524,10
300161,2019-09-30,19.606,47.133,10
300161,2019-12-31,17.549,47.305,10
300161,2020-03-31,17.541,47.486,10
300161,2020-06-30,17.482,46.891000000000005,10
300161,2020-09-30,17.482,44.724000000000004,10
300161,2020-12-31,17.482,45.001999999999995,10
300161,2021-03-31,17.482,44.751999999999995,10
300161,2021-06-30,17.482,43.477,10
300161,2021-09-30,17.482,39.073,10
300161,2021-12-31,17.482,38.785000000000004,10
300161,2022-03-31,17.419,38.782,10
300161,2022-06-30,17.419,38.934,10
300161,2022-09-30,17.419,39.03,10
300161,2022-12-31,17.419,42.253,10
300161,2023-03-31,17.419,40.195,10
300161,2023-06-30,17.403,35.91899999999999,10
300161,2023-09-30,17.403,36.241,10
300161,2023-12-31,17.403,37.126,10
300161,2024-03-31,17.372,36.085,10
300161,2024-06-30,28.383,44.507000000000005,10
300161,2024-09-30,28.383,43.618,10
300161,2024-12-31,28.36,42.243,10
300161,2025-03-31,28.36,41.875,10
300161,2025-06-30,28.36,41.544,10
300161,2025-09-30,28.36,43.105999999999995,10
300161,2025-12-31,28.361,43.667,10
300161,2026-03-31,28.361,44.88199999999999,10
000837,2003-12-31,0.591,2.681,10
000837,2004-06-30,1.057,3.343,10
000837,2004-09-30,0.363,2.013,10
000837,2004-12-31,0.363,2.024,10
000837,2005-03-31,0.226,2.1270000000000002,10
000837,2005-06-30,0.641,2.719,10
000837,2005-09-30,0.304,2.254,10
000837,2005-12-31,1.236,5.641,10
000837,2006-03-31,4.185,23.996999999999996,10
000837,2006-06-30,4.437,25.795,10
000837,2006-09-30,4.176,25.42,10
000837,2006-12-31,6.661,31.035,10
000837,2007-03-31,5.169,26.644,10
000837,2007-06-30,3.917,21.466,10
000837,2007-09-30,3.788,19.865000000000002,10
000837,2007-12-31,3.788,20.648999999999997,10
000837,2008-03-31,6.547,30.29,10
000837,2008-06-30,6.264,27.815999999999995,10
000837,2008-09-30,6.409,28.856,10
000837,2008-12-31,5.522,25.539,10
000837,2009-03-31,5.522,21.343,10
000837,2009-06-30,5.522,15.812000000000001,10
000837,2009-09-30,4.673,12.568999999999999,10
000837,2009-12-31,4.011,20.557000000000002,10
000837,2010-03-31,26.657,41.650999999999996,10
000837,2010-06-30,26.657,43.025999999999996,10
000837,2010-09-30,26.657,47.763,10
000837,2010-12-31,4.472,18.214000000000002,10
000837,2011-03-31,26.657,42.946,10
000837,2011-06-30,26.657,44.844,10
000837,2011-09-30,26.657,42.09,10
000837,2011-12-31,26.655,41.028,10
000837,2012-03-31,26.655,41.471000000000004,10
000837,2012-06-30,26.655,40.254000000000005,10
000837,2012-09-30,26.655,37.091,10
000837,2012-12-31,26.655,35.867999999999995,10
000837,2013-03-31,26.655,32.782,10
000837,2013-06-30,26.655,33.53600000000001,10
000837,2013-09-30,26.655,31.228,10
000837,2013-12-31,26.665,31.252000000000002,10
000837,2014-03-31,26.665,31.266,10
000837,2014-06-30,26.665,30.621,10
000837,2014-09-30,3.624,7.763,10
000837,2014-12-31,5.168,10.201,10
000837,2015-03-31,5.168,14.097000000000001,10
000837,2015-06-30,4.687,17.029,10
000837,2015-09-30,15.508,43.574000000000005,10
000837,2015-12-31,13.206,41.44499999999999,10
000837,2016-03-31,7.467,28.238999999999997,10
000837,2016-06-30,7.467,25.483000000000004,10
000837,2016-09-30,7.467,25.224,10
000837,2016-12-31,7.199,20.336000000000002,10
000837,2017-03-31,6.785,19.457,10
000837,2017-06-30,6.786,17.136,10
000837,2017-09-30,17.369,28.131999999999998,10
000837,2017-12-31,17.369,27.907,10
000837,2018-03-31,17.369,27.907000000000004,10
000837,2018-06-30,17.369,27.469,10
000837,2018-09-30,17.369,27.566000000000003,10
000837,2018-12-31,17.369,27.636,10
000837,2019-03-31,17.369,26.971000000000004,10
000837,2019-06-30,17.37,27.374,10
000837,2019-09-30,17.37,27.04,10
000837,2019-12-31,17.371,26.983999999999998,10
000837,2020-03-31,17.371,26.815999999999995,10
000837,2020-06-30,15.943,40.405,10
000837,2020-09-30,15.943,42.351,10
000837,2020-12-31,15.943,42.047,10
000837,2021-03-31,15.943,41.146,10
000837,2021-06-30,15.943,40.92,10
000837,2021-09-30,15.943,38.95799999999999,10
000837,2021-12-31,15.939,38.329,10
000837,2022-03-31,15.939,38.126000000000005,10
000837,2022-06-30,15.939,38.132,10
000837,2022-09-30,15.939,35.88,10
000837,2022-12-31,15.939,35.94800000000001,10
000837,2023-03-31,15.939,36.688,10
000837,2023-06-30,14.642,34.48100000000001,10
000837,2023-09-30,14.642,34.00599999999999,10
000837,2023-12-31,14.642,35.172999999999995,10
000837,2024-03-15,14.446,34.867,10
000837,2024-03-26,14.446,34.934,10
000837,2024-03-31,14.446,34.967999999999996,10
000837,2024-06-30,14.446,34.734,10
000837,2024-09-30,32.598,48.87500000000001,10
000837,2024-12-31,32.679,48.638000000000005,10
000837,2025-03-31,35.278,52.834,10
000837,2025-06-30,35.278,51.749,10
000837,2025-09-30,35.278,52.617,10
000837,2025-12-31,35.278,52.571,10
000837,2026-03-31,35.278,51.512,10
300503,2016-03-31,1.693,8.197000000000001,10
300503,2016-06-30,3.393,15.003,10
300503,2016-09-30,6.712,13.878,10
300503,2016-12-31,7.471,15.011,10
300503,2017-03-31,15.459,44.169000000000004,10
300503,2017-06-30,15.459,38.236999999999995,10
300503,2017-09-30,15.47,36.409,10
300503,2017-12-31,13.417,27.205,10
300503,2018-03-31,13.493,27.86,10
300503,2018-06-30,11.964,22.215,10
300503,2018-09-30,9.035,20.868000000000002,10
300503,2018-12-31,9.02,22.338,10
300503,2019-03-31,14.899,47.03399999999999,10
300503,2019-06-30,14.899,45.892999999999994,10
300503,2019-09-30,14.899,44.332,10
300503,2019-12-31,14.899,42.81999999999999,10
300503,2020-03-31,11.077,45.727,10
300503,2020-06-30,10.279,45.462,10
300503,2020-09-30,10.385,43.739999999999995,10
300503,2020-12-31,9.377,36.776999999999994,10
300503,2021-03-31,10.93,40.208999999999996,10
300503,2021-06-30,10.962,39.077000000000005,10
300503,2021-09-30,11.086,31.590999999999998,10
300503,2021-12-31,9.961,30.680000000000003,10
300503,2022-03-31,9.961,26.642999999999997,10
300503,2022-06-30,9.961,25.539999999999996,10
300503,2022-09-30,9.961,23.505000000000003,10
300503,2022-12-31,9.961,23.653,10
300503,2023-03-31,9.961,23.259000000000004,10
300503,2023-06-30,10.291,23.375,10
300503,2023-09-30,10.291,19.724,10
300503,2023-12-31,9.961,22.8,10
300503,2024-03-31,11.759,29.071000000000005,10
300503,2024-06-30,11.759,29.341000000000005,10
300503,2024-09-30,11.759,30.13,10
300503,2024-12-31,11.759,29.058000000000003,10
300503,2025-03-31,11.759,30.242000000000004,10
300503,2025-06-30,11.759,28.974000000000004,10
300503,2025-09-30,11.667,33.175,10
300503,2025-12-31,11.667,35.452999999999996,10
300503,2026-03-31,11.667,33.833,10
301368,2022-12-31,2.284,9.790999999999999,10
301368,2023-03-31,1.548,6.499,10
301368,2023-06-30,1.221,8.126000000000001,10
301368,2023-09-30,1.144,6.741,10
301368,2023-12-31,9.668,45.970000000000006,10
301368,2024-03-31,7.88,31.234999999999996,10
301368,2024-06-30,7.681,26.596000000000004,10
301368,2024-09-30,7.408,23.413,10
301368,2024-12-31,5.629,17.535999999999998,10
301368,2025-03-31,4.394,21.141,10
301368,2025-06-30,4.394,17.375999999999998,10
301368,2025-09-30,4.394,19.840000000000003,10
301368,2025-12-31,4.394,20.337000000000003,10
301368,2026-03-31,4.394,22.616,10
300223,2011-06-30,6.25,21.964000000000002,10
300223,2011-09-30,6.25,29.555000000000003,10
300223,2011-12-31,5.963,26.949,11
300223,2012-03-31,2.5,11.964999999999998,10
300223,2012-06-30,30.661,44.079,10
300223,2012-09-30,30.661,44.741,10
300223,2012-12-31,19.733,34.904,10
300223,2013-03-31,19.515,32.55200000000001,10
300223,2013-06-30,19.083,31.939,10
300223,2013-09-30,4.048,19.535,10
300223,2013-12-31,2.863,18.158,10
300223,2014-03-31,3.075,15.007999999999997,10
300223,2014-06-30,10.295,27.344,10
300223,2014-09-30,9.912,30.199,10
300223,2014-12-31,7.558,32.14,10
300223,2015-03-31,9.048,28.256000000000004,10
300223,2015-06-30,9.048,31.806,10
300223,2015-09-30,9.058,28.026000000000003,10
300223,2015-12-31,9.059,27.679,10
300223,2016-03-31,8.957,27.89,10
300223,2016-06-01,8.957,30.328,10
300223,2016-06-30,8.958,29.617,10
300223,2016-09-30,8.958,29.617,10
300223,2016-12-31,8.958,29.617,10
300223,2017-03-31,8.935,29.744000000000003,10
300223,2017-06-30,8.939,27.955,10
300223,2017-09-30,8.894,27.165,10
300223,2017-12-31,7.374,26.277999999999995,10
300223,2018-03-31,8.393,26.961,10
300223,2018-06-30,8.44,25.189999999999998,10
300223,2018-09-30,8.439,25.715,10
300223,2018-12-31,8.404,25.335,10
300223,2019-03-31,8.34,30.018000000000004,10
300223,2019-06-30,7.94,27.337,10
300223,2019-09-30,7.853,32.395999999999994,10
300223,2019-12-31,7.987,35.077,10
300223,2020-03-31,7.987,35.049,10
300223,2020-06-30,8.016,31.921,10
300223,2020-09-30,8.035,35.92399999999999,10
300223,2020-12-31,8.035,39.684,10
300223,2021-03-31,7.276,36.53,10
300223,2021-06-30,16.609,58.615,10
300223,2021-09-30,16.609,58.289,10
300223,2021-12-31,16.609,54.74100000000001,10
300223,2022-03-31,16.022,55.37400000000001,10
300223,2022-06-30,14.761,63.084999999999994,10
300223,2022-09-30,14.761,60.439,10
300223,2022-12-31,14.761,58.18899999999999,10
300223,2023-03-31,14.761,54.81099999999999,10
300223,2023-06-30,14.561,49.801,10
300223,2023-09-30,14.563,46.696,10
300223,2023-12-31,14.563,47.726,10
300223,2024-03-31,14.43,46.661,10
300223,2024-06-30,14.43,45.697,10
300223,2024-09-30,14.43,43.312000000000005,10
300223,2024-12-31,13.296,42.59,10
300223,2025-03-31,12.302,39.23500000000001,10
300223,2025-06-30,11.297,39.127,10
300223,2025-09-30,8.634,34.892999999999994,10
300223,2025-12-31,7.745,29.601,10
300223,2026-03-31,6.863,28.281000000000002,10
688008,2019-09-30,2.44,12.661000000000001,10
688008,2019-12-31,3.435,18.917999999999996,10
688008,2020-03-31,4.837,15.485999999999999,10
688008,2020-06-30,5.309,17.203,10
688008,2020-09-30,9.456,46.694,10
688008,2020-12-31,7.016,41.423,10
688008,2021-03-31,5.826,36.744,10
688008,2021-06-30,5.826,34.357,10
688008,2021-09-30,6.125,35.407,10
688008,2021-10-28,5.614,34.407000000000004,10
688008,2021-12-31,18.898,41.905,10
688008,2022-03-31,18.845,39.391999999999996,10
688008,2022-06-30,18.845,38.939,10
688008,2022-09-30,12.924,50.808,10
688008,2022-12-31,11.098,45.458000000000006,10
688008,2023-03-31,10.194,43.212,10
688008,2023-06-30,9.922,43.398,10
688008,2023-08-23,7.242,39.585,10
688008,2023-09-30,7.242,39.646,10
688008,2023-12-31,7.238,39.299,10
688008,2024-02-05,7.238,40.667,10
688008,2024-03-31,7.22,41.57,10
688008,2024-06-30,7.633,42.153,10
688008,2024-09-30,10.211,43.515,10
688008,2024-12-31,6.368,38.838,10
688008,2025-03-31,7.659,37.12500000000001,10
688008,2025-06-20,10.216,40.021,10
688008,2025-06-30,10.068,39.775000000000006,10
688008,2025-07-02,9.988,39.858,10
688008,2025-09-30,12.661,39.82599999999999,10
688008,2025-12-31,13.207,37.867,10
688008,2026-03-31,11.978,36.763000000000005,10
002185,2007-12-31,1.613,5.0729999999999995,10
002185,2008-03-31,0.774,3.9410000000000003,10
002185,2008-06-30,1.412,4.8580000000000005,10
002185,2008-09-30,1.412,4.818999999999999,10
002185,2008-12-31,9.174,33.454,10
002185,2009-03-31,9.174,21.229,10
002185,2009-06-30,9.174,15.488,10
002185,2009-09-30,9.174,23.822,10
002185,2009-12-31,9.174,27.132,10
002185,2010-03-31,9.174,23.452,10
002185,2010-06-30,9.174,17.376,10
002185,2010-09-30,9.174,21.617,10
002185,2010-12-31,9.174,22.566000000000003,10
002185,2011-03-31,8.574,23.590999999999998,10
002185,2011-06-30,8.574,20.508000000000003,10
002185,2011-09-30,37.356,50.187000000000005,10
002185,2011-12-31,37.356,52.166999999999994,10
002185,2012-03-31,37.387,46.883,10
002185,2012-06-30,37.387,49.141999999999996,10
002185,2012-09-30,37.672,46.638,10
002185,2012-12-31,34.618,49.11899999999999,10
002185,2013-03-31,34.618,46.338,10
002185,2013-06-30,34.619,49.749,10
002185,2013-09-30,34.619,50.217000000000006,10
002185,2013-12-31,34.618,50.596000000000004,10
002185,2014-03-31,33.957,43.39900000000001,10
002185,2014-06-30,33.955,44.689,10
002185,2014-09-30,33.923,43.970000000000006,10
002185,2014-12-31,32.269,42.327000000000005,10
002185,2015-03-31,32.269,42.06400000000001,10
002185,2015-06-30,32.268,39.867999999999995,10
002185,2015-09-30,32.39,41.48499999999999,10
002185,2015-12-31,32.457,40.220000000000006,10
002185,2016-03-31,32.645,40.21200000000001,10
002185,2016-06-30,32.645,40.554,10
002185,2016-09-30,32.645,41.958000000000006,10
002185,2016-12-31,27.759,43.434,10
002185,2017-03-31,27.759,38.184000000000005,10
002185,2017-06-30,27.759,37.92700000000001,10
002185,2017-09-30,27.734,36.449999999999996,10
002185,2017-12-31,25.683,32.857,10
002185,2018-03-31,25.4,35.44,10
002185,2018-06-30,25.388,33.172000000000004,10
002185,2018-09-30,25.388,32.708999999999996,10
002185,2018-12-31,25.974,33.579,10
002185,2019-03-31,25.974,32.095,10
002185,2019-06-30,25.975,31.964,10
002185,2019-09-30,26.128,33.529,10
002185,2019-12-31,25.934,33.44799999999999,10
002185,2020-03-31,25.427,35.67399999999999,10
002185,2020-06-30,25.426,33.46,10
002185,2020-09-30,25.426,35.231,10
002185,2020-12-31,25.426,34.79,10
002185,2021-03-31,25.426,33.24399999999999,10
002185,2021-06-30,25.426,31.400999999999996,10
002185,2021-09-30,25.247,31.831,10
002185,2021-12-31,24.397,29.909999999999997,10
002185,2022-03-31,24.296,30.253999999999998,10
002185,2022-06-30,21.74,33.30499999999999,10
002185,2022-09-30,21.74,33.254,10
002185,2022-12-31,21.911,33.767,10
002185,2023-03-31,21.93,34.667,10
002185,2023-06-30,21.93,35.115,10
002185,2023-09-30,21.93,35.853,10
002185,2023-12-31,22.299,35.494,10
002185,2024-03-31,22.591,35.755,10
002185,2024-06-30,22.592,35.496,10
002185,2024-09-30,22.717,36.445,10
002185,2024-12-31,22.719,34.34100000000001,10
002185,2025-03-31,22.719,34.078,10
002185,2025-06-30,22.545,33.674,10
002185,2025-09-24,22.545,33.35099999999999,10
002185,2025-09-30,22.339,33.033,10
002185,2025-12-31,22.304,32.333999999999996,10
002185,2026-03-31,22.285,31.249000000000002,10
301308,2022-09-30,3.747,8.389,10
301308,2022-12-31,2.501,16.59,10
301308,2023-03-31,2.343,14.869000000000002,10
301308,2023-06-30,4.808,17.074,10
301308,2023-09-30,22.783,54.368,10
301308,2023-12-31,22.784,50.87799999999999,10
301308,2024-03-31,22.784,49.956999999999994,10
301308,2024-06-30,22.195,47.133,10
301308,2024-09-30,22.195,44.092,10
301308,2024-12-31,20.888,38.575,10
301308,2025-03-31,20.888,35.827000000000005,10
301308,2025-06-30,18.581,33.21300000000001,10
301308,2025-09-30,14.766,55.19799999999999,10
301308,2025-12-31,14.766,55.370999999999995,10
301308,2026-03-31,14.575,48.819,10
688110,2021-12-31,2.726,8.044,10
688110,2022-03-31,3.785,11.850999999999999,10
688110,2022-06-30,3.628,9.209999999999999,10
688110,2022-09-30,3.11,9.960999999999999,10
688110,2022-12-31,10.951,48.394,10
688110,2023-03-31,9.339,33.763999999999996,10
688110,2023-05-10,7.539,26.229,10
688110,2023-06-30,4.834,21.997,10
688110,2023-09-30,4.834,22.364,10
688110,2023-12-31,4.798,23.542,10
688110,2024-03-31,5.026,22.898,10
688110,2024-06-30,4.318,19.349,10
688110,2024-07-10,4.178,19.13,10
688110,2024-09-30,3.198,17.919,10
688110,2024-12-31,33.251,45.291,10
688110,2025-03-31,34.285,45.33,10
688110,2025-06-30,34.285,46.44799999999999,10
688110,2025-09-30,32.383,44.111000000000004,10
688110,2025-12-31,30.883,43.13199999999999,10
688110,2026-03-31,30.883,43.254999999999995,10
688525,2022-12-31,2.444,8.157,10
688525,2023-03-31,2.383,10.915000000000001,10
688525,2023-06-30,1.952,7.694999999999999,10
688525,2023-09-30,2.287,13.594999999999999,10
688525,2023-12-31,46.946,319.26000000000005,10
688525,2024-02-01,6.344,44.28699999999999,10
688525,2024-03-31,6.344,32.798,10
688525,2024-06-30,5.869,28.735000000000007,10
688525,2024-09-30,11.939,37.14,10
688525,2024-12-31,11.625,33.345,10
688525,2025-03-31,11.625,31.253999999999998,10
688525,2025-06-30,11.625,32.978,10
688525,2025-08-08,11.625,33.227,10
688525,2025-08-29,11.429,30.13,10
688525,2025-09-30,11.429,28.131,10
688525,2025-12-31,17.689,39.59400000000001,10
688525,2026-03-31,17.909,35.776999999999994,10
001309,2022-06-30,0.0,0.0,10
001309,2022-09-30,1.936,10.81,10
001309,2022-12-31,1.936,12.797,10
001309,2023-03-31,5.756,14.167000000000002,10
001309,2023-06-30,40.189,129.434,10
001309,2023-09-30,15.178,46.486000000000004,10
001309,2023-12-31,14.426,43.726,10
001309,2024-03-31,13.525,44.239999999999995,10
001309,2024-06-30,10.435,37.80799999999999,10
001309,2024-09-30,9.933,38.337,10
001309,2024-12-31,9.884,35.336999999999996,10
001309,2025-03-31,9.884,34.338,10
001309,2025-06-30,16.66,45.160999999999994,10
001309,2025-09-30,10.179,29.008999999999997,10
001309,2025-12-31,10.11,27.336999999999996,10
001309,2026-03-31,12.34,31.809,10
688766,2021-09-30,4.264,22.043000000000003,10
688766,2021-12-31,5.556,24.424999999999997,10
688766,2022-03-31,5.364,20.738000000000003,10
688766,2022-06-30,11.971,21.529,10
688766,2022-08-25,14.311,57.521,10
688766,2022-09-30,11.608,55.092,10
688766,2022-12-31,8.647,48.489000000000004,10
688766,2023-03-31,5.366,36.973,10
688766,2023-06-30,5.337,31.536999999999995,10
688766,2023-09-30,5.151,30.47,10
688766,2023-12-31,5.152,30.152,10
688766,2024-03-31,5.058,30.966,10
688766,2024-06-30,5.211,29.001,10
688766,2024-09-30,18.763,56.64800000000001,10
688766,2024-12-31,18.763,53.56100000000001,10
688766,2025-03-31,18.763,51.86,10
688766,2025-06-30,18.777,50.922,10
688766,2025-09-30,18.738,52.232,10
688766,2025-11-24,18.738,51.184000000000005,10
688766,2025-12-31,18.738,50.002,10
688766,2026-03-31,18.738,49.988,10
688123,2019-12-31,8.076,22.428000000000008,10
688123,2020-03-31,2.176,8.57,10
688123,2020-06-30,0.985,5.038,10
688123,2020-09-30,2.358,7.271,10
688123,2020-12-31,13.641,65.859,10
688123,2021-03-31,13.641,61.409000000000006,10
688123,2021-06-30,13.641,59.422000000000004,10
688123,2021-09-30,13.641,56.815999999999995,10
688123,2021-12-31,13.444,57.062,10
688123,2022-03-31,13.444,56.900999999999996,10
688123,2022-06-30,13.444,51.667,10
688123,2022-09-30,12.314,49.85999999999999,10
688123,2022-12-31,21.259,55.098,10
688123,2023-03-31,21.259,53.634,10
688123,2023-06-30,21.189,52.047000000000004,10
688123,2023-09-30,21.126,51.46,10
688123,2023-12-31,21.126,51.355999999999995,10
688123,2024-01-31,21.126,51.632,10
688123,2024-02-06,21.126,51.857,10
688123,2024-03-31,21.126,53.256,10
688123,2024-06-30,21.056,54.839,10
688123,2024-09-30,21.226,54.202999999999996,10
688123,2024-12-31,21.226,51.233,10
688123,2025-03-31,21.134,47.416000000000004,10
688123,2025-06-30,21.133,45.371,10
688123,2025-09-30,21.112,41.714,10
688123,2025-12-31,21.112,43.226000000000006,10
688123,2026-03-31,21.112,40.457,10
688019,2019-09-30,0.923,5.937,10
688019,2019-12-31,1.552,8.383,10
688019,2020-03-31,3.296,13.61,10
688019,2020-06-30,11.879,36.141,10
688019,2020-09-30,20.561,57.525,10
688019,2020-12-31,20.561,54.92699999999999,10
688019,2021-03-31,20.124,48.17800000000001,10
688019,2021-06-30,18.346,41.150000000000006,10
688019,2021-09-30,17.882,45.964000000000006,10
688019,2021-12-31,16.146,41.440000000000005,10
688019,2022-03-31,14.41,36.666,10
688019,2022-06-30,14.41,35.647,10
688019,2022-09-30,40.273,59.208000000000006,10
688019,2022-12-31,37.676,56.250000000000014,10
688019,2023-03-31,37.676,56.691,10
688019,2023-06-30,31.534,49.668,10
688019,2023-08-30,31.436,50.76,10
688019,2023-09-30,31.436,50.379,10
688019,2023-12-31,30.911,50.199,10
688019,2024-03-31,30.911,52.645,10
688019,2024-06-30,30.92,50.614000000000004,10
688019,2024-09-30,30.81,48.828,10
688019,2024-12-31,30.81,45.702,10
688019,2025-03-31,30.81,52.233999999999995,10
688019,2025-06-30,30.817,48.852,10
688019,2025-09-30,30.705,50.666999999999994,10
688019,2025-12-31,30.703,54.262,10
688019,2026-03-31,29.575,58.032,10
300054,2010-03-31,6.667,24.971,10
300054,2010-06-30,11.668,29.25,10
300054,2010-09-30,11.668,29.770999999999994,10
300054,2010-12-31,8.253,31.426,10
300054,2011-03-31,12.423,52.058,10
300054,2011-06-30,10.87,49.263999999999996,10
300054,2011-09-30,10.87,42.760000000000005,10
300054,2011-12-31,10.87,43.857,10
300054,2012-03-31,10.55,42.034,10
300054,2012-06-30,10.55,39.519000000000005,10
300054,2012-09-30,10.366,38.827000000000005,10
300054,2012-12-31,9.962,36.87,10
300054,2013-03-31,7.397,36.622,10
300054,2013-06-30,7.405,36.199999999999996,10
300054,2013-09-30,7.322,34.67,10
300054,2013-12-31,5.923,32.81,10
300054,2014-03-31,7.506,34.699999999999996,10
300054,2014-06-30,7.506,33.067,10
300054,2014-09-30,7.453,32.172,10
300054,2014-12-31,7.156,35.221000000000004,10
300054,2015-03-31,7.147,36.047,10
300054,2015-06-30,6.3,30.238,10
300054,2015-09-30,6.249,30.738,10
300054,2015-12-31,6.23,30.681,10
300054,2016-03-31,6.832,35.733,10
300054,2016-06-30,6.83,39.53000000000001,10
